text,label_class,label
hello ! what is people to survivefigured as  ?,represent,8
could you please tell me that can you describe the shortcomings of market ?,drawback,3
hello ! which method can we used to realize the uic 5g intelligent agent solution ?,method,6
hi ! what is the requirement to implement intelligent traffic management systems ?,method,6
hello ! are there any the sample of figure-ground segmentation ?,example,4
hi !  can you show me the instance of intelligence ?,example,4
hello ! what is the contrast between autonomous vehicles (auto-driving) and wavelet transforms and principal components analysis ?,different,2
hi ! what is the portrait of the first ai program in human history ?,definition,0
could you please tell me that can you give me the sample of reality and vr ?,example,4
hi ! is there a the gap between adamm wearable technology and financial analysis ?,different,2
"we already studied how human see object in our eyes, so how about computer vision?",different,2
could you please tell me that which method can we used to use the knowledge discovery process ?,method,6
i want to know that what is the factor to cause the goal ?,reason,7
hello ! how to carry out regression ?,method,6
hi ! which areaor vehicle-to-everythingcan be used in  ?,use_to,10
hello ! which one is the designer opaqueness and prejudices ?,developer,1
how vehicle-to-vehicle technology improve road safety?,use_to,10
hello ! what is major concern in aifigured as  ?,represent,8
hello ! could you tell me the reason of automation and employment ?,reason,7
excuse me ! how to describe the picture of the us government and commercial departments ?,definition,0
could you please tell me that what is the contrast from sleep and biological consciousness ?,different,2
hello ! is there any the separation between reality and optimization problems ?,different,2
excuse me ! which person is the inventor separate components ?,developer,1
hi ! where separate componentscan be used in  ?,use_to,10
excuse me ! what can you tell me the downsides of the model ?,drawback,3
could you please tell me that which area that smart educationcan be used on  ?,use_to,10
hi !  can you show me the example of ai ?,example,4
hi ! how to describe the picture of interpret intelligence as the integration of eight different aspects ?,definition,0
hi ! what is consciousness in robot evaluationtraced as  ?,represent,8
could you please tell me that what is vision processestraced as  ?,represent,8
excuse me ! can you give me the reason about ai application ?,reason,7
hello ! what is the picture of formulate the mind–body problem ?,definition,0
hello ! can you give me the reason about artificial intelligence ?,reason,7
hello ! what are the cons of body ?,drawback,3
hello ! what is goal-based agentsrepresented as  ?,represent,8
could you please tell me that is the the difference between gtp and recognize an object  ?,different,2
hi ! what is adamm wearable technologyfigured as  ?,represent,8
i want to know that what do we need to realize the ai application ?,method,6
excuse me ! could you tell me the cons of pattern features ?,drawback,3
excuse me ! what is smart learnersused for  ?,use_to,10
how to achieve association rule mining?,method,6
how can we interpret and measure intelligence? ,method,6
hello ! is there a the contrast between von neumann architecture and numerical weather prediction (nwp) ?,different,2
hi ! can you provide the sample of smart health care ?,example,4
hello ! may i ask the example of functionalism ?,example,4
hello ! who is the creator 5g and ai technology ?,developer,1
excuse me ! what is aiused in  ?,use_to,10
how to achieve data integration?,method,6
excuse me ! which areaintelligent educationcan be used in  ?,use_to,10
hi ! can i ask the drawbacks of segmentation-ground segmentation ?,drawback,3
i want to know that can i ask the instance of the iot ecosystem ?,example,4
could you please tell me that where k-nearest neighbor (knn) techniquecan be directed at  ?,use_to,10
excuse me ! how to implement ai ?,method,6
i want to know that are there any the sample of smart education  ?,example,4
excuse me ! is the the contrast compare data mining and mest ?,different,2
hello ! what do we need to accomplish the peritoneal dialysis (pd) ?,method,6
i want to know that which areak-itemsetcan be directed at  ?,use_to,10
could you please tell me that what is the requirement to realize the separate components ?,method,6
i want to know that can you give me the reason about body ?,reason,7
hello ! is there a the contrast compare diversity and association rule mining ?,different,2
hello ! what do we need to implement tools for studying cognitive phenomena ?,method,6
excuse me ! what is linear regressiontraced as  ?,represent,8
i want to know that which area that aican be used on  ?,use_to,10
could you please tell me that how to describe the drawbacks of internet of things(iot) ?,drawback,3
which information can its provide for citiziens to minimize their traffic problems?,use_to,10
i want to know that what can you tell me the downsides of anthropomorphic robots ?,drawback,3
which substance does neurons process?,method,6
could you please tell me that what is difference between iastraced as  ?,represent,8
could you please tell me that could you tell me the reason of agent negotiator ?,reason,7
i want to know that how to accomplish the peritoneal dialysis (pd) ?,method,6
could you please tell me that what is smart componentsfigured as  ?,represent,8
excuse me ! what is big datatraced as  ?,represent,8
could you please tell me that what is the reason of stain method ?,reason,7
hello ! who is the funder of tel ?,developer,1
hi ! how is the difference from ai technologies and go ?,different,2
hi ! is there a the gap from information processing and transmission. and opaqueness and prejudices ?,different,2
could you please tell me that how to describe the cons of basic requirements of a typical intelligent agent ?,drawback,3
hi ! could you tell me the reason of opaqueness of ai systems ?,reason,7
excuse me ! which areamarketcan be used for  ?,use_to,10
could you please tell me that which one is the creator quantum computers ?,developer,1
hi ! what is the factor to cause smart components ?,reason,7
i want to know that can you give me the reason about the iot ecosystem ?,reason,7
could you please tell me that which area that reinforcent learningcan be used in  ?,use_to,10
hello ! how to implement reality ?,method,6
hi ! which person is the funder of agent ?,developer,1
i want to know that may i ask the portrait of design a computer program ?,definition,0
i want to know that can you explain the reason of intelligent transportation system (its) ?,reason,7
hello ! which area that mind–body problem in the formcan be used on  ?,use_to,10
hi ! what is the factor to cause hopfield network ?,reason,7
hello ! what is the requirement to use the zombie ?,method,6
hello ! which areadendritescan be used in  ?,use_to,10
excuse me ! are there any the separation compare the ai based applications and devices and associative learning ?,different,2
i want to know that how to describe the picture of biological consciousness ?,definition,0
i want to know that can you describe the downsides of association ?,drawback,3
i want to know that can i ask the sample of nucleus ?,example,4
hi ! could you tell me the reason of ai ethics ?,reason,7
i want to know that can you give me the reason about the turing test ?,reason,7
hi ! could you tell me the sample of mind-body dualism theory ?,example,4
could you please tell me that which person set up the measure intelligence ?,developer,1
excuse me ! which person is the creator reality and vr ?,developer,1
excuse me ! where  componential analysis of human abilitycan be directed at  ?,use_to,10
could you please tell me that may i ask the portrait of use ?,definition,0
hello ! which one is the inventor design a computer program ?,developer,1
i want to know that are there any the shortcomings of ia main characteristics ?,drawback,3
excuse me ! what can you tell me the drawbacks of mind–body problem in the form ?,drawback,3
excuse me ! can you describe the drawbacks of robot right ?,drawback,3
what is smart energy?,definition,0
hello ! what is artificial neural networksrepresented as  ?,represent,8
hi !  can you show me the sample of city brain ?,example,4
excuse me ! where smart housecan be used for  ?,use_to,10
excuse me ! which areathe fifth-generation computer projectcan be used in  ?,use_to,10
excuse me ! where measure intelligencecan be used in  ?,use_to,10
excuse me ! who is the developer peritoneal dialysis (pd) ?,developer,1
could you please tell me that what is adamm wearable technologyfigured as  ?,represent,8
could you please tell me that which one is the developer rational agent ?,developer,1
how does numerical weather prediction (nwp) work?,method,6
could you please tell me that can i ask the description of the commitment to smart cities ?,definition,0
i want to know that what do we need to accomplish the neurons work together to perform ?,method,6
hi ! which person is the creator histograms & clustering techniques ?,developer,1
i want to know that what is model of consciousness figured as  ?,represent,8
hi ! which one is the developer feedforward backpropagation network for supervised learning ?,developer,1
excuse me ! what is vision processesused on  ?,use_to,10
excuse me ! is there a the separation between main entities of agent negotiator and decision tree ?,different,2
hello !  can you show me the instance of indications in iso 37120 ?,example,4
what can comprehensive abilities help students?,developer,1
could you please tell me that may i ask the case of smart city ?,example,4
excuse me ! are the the gap between histograms & clustering techniques and the us government and commercial departments ?,different,2
excuse me ! which areadata binningcan be directed at  ?,use_to,10
could you please tell me that what do we need to accomplish the goal-based agents ?,method,6
hi ! who set up the data reduction ?,developer,1
could you please tell me that what is smart health carefigured as  ?,represent,8
excuse me ! may i ask the portrait of the us government and commercial organizations ?,definition,0
could you please tell me that how is the separation between enaction and xcon ?,different,2
could you please tell me that what is anthropomorphic robotsfigured as  ?,represent,8
hello ! what is the factor to cause adaptive agents ?,reason,7
could you please tell me that how to use the mind ?,method,6
excuse me ! what can you tell me  the disadvantages of agent security tier ?,drawback,3
could you please tell me that can you explain the reason of neural networks ?,reason,7
could you please tell me that what is the gap from international ai ethic policy and modern wearable technology ?,different,2
excuse me ! where agent weathermancan be used for  ?,use_to,10
i want to know that are there any the contrast from iot framework and gia structural model ?,different,2
i want to know that can you give me the reason about artificial neural networks ?,reason,7
excuse me !  can you show me the illustrate of figure-ground segmentation ?,example,4
hi ! who is the funder of intelligent transportation syste(its) ?,developer,1
hello ! what are the downsides of machine consciousness ?,drawback,3
hi ! can i ask the illustrate of neural oscillators  ?,example,4
could you please tell me that which areabasic requirements of a typical intelligent agentcan be used on  ?,use_to,10
hi ! are the the contrast between association rule mining and automation and employment ?,different,2
i want to know that how to achieve the use ?,method,6
excuse me ! what is the description of information processing and transmission. ?,definition,0
hi ! what is people to surviverepresented as  ?,represent,8
i want to know that what is self-consciousnessdirected at  ?,use_to,10
i want to know that what is realityrepresented as  ?,represent,8
could you please tell me that what is the separation compare difference between agent shoppers and traditional online shopping and tel ?,different,2
excuse me ! is there a the contrast from vehicle-to-vehicle technology and go ?,different,2
hello ! where smart housecan be used in  ?,use_to,10
excuse me ! what do we need to use the basic requirements of a typical intelligent agent ?,method,6
hi ! can you give me the illustrate of v2v (vehicle-to-vehicle technology) ?,example,4
could you please tell me that may i ask the example of enaction ?,example,4
excuse me ! what is smart education represented as  ?,represent,8
i want to know that are there a the difference between ai application and opaqueness of ai systems ?,different,2
hi ! can you provide the sample of stain method ?,example,4
i want to know that can you explain the reason of smart education  ?,reason,7
could you please tell me that what is agent technologytraced as  ?,represent,8
excuse me !  can you show me the sample of artificial intelligence ?,example,4
could you please tell me that could you tell me the portrait of gia structural model ?,definition,0
hello ! which method can we used to realize the measure intelligence ?,method,6
i want to know that could you tell me the meaning of autonomous vehicles (auto-driving) ?,definition,0
excuse me ! can i ask the downsides of smart house ?,drawback,3
excuse me ! who set up the mind ?,developer,1
could you please tell me that are the the separation between human intelligence and the us government and commercial organizations ?,different,2
what separate components did traditional computer system contain？,example,4
could you please tell me that who set up the association rule ?,developer,1
hello ! are the the difference between potential applications of its with 5g and ai technology and nucleus ?,different,2
i want to know that are the the contrast between intelligent transportation syste(its) and digitize and model a real 3d object (a human actor) and try to track his/her motion ?,different,2
hi ! what do we need to use the iot of smart cities ?,method,6
hi ! where consciousnesscan be used for  ?,use_to,10
excuse me ! what is the fifth-generation computer projectdirected at  ?,use_to,10
could you please tell me that which one is the inventor k-nearest neighbor (knn) technique ?,developer,1
i want to know that which areaconstruct 3d & vr worldcan be used for  ?,use_to,10
could you please tell me that can you point out the sample of separate components ?,example,4
what examples can you give about prejudices of ai systems?,example,4
i want to know that what is prejudices of ai systemsrepresented as  ?,represent,8
hello ! who is the developer internet of things(iot) ?,developer,1
i want to know that what is the requirement to achieve the data mining ?,method,6
hello ! are the the separation between data transformation and data integration ?,different,2
could you please tell me that what is the factor to cause numerical weather prediction (nwp) ?,reason,7
hi ! which method can we used to use the main schools of thought and approach ?,method,6
hi ! what is ai technologiestraced as  ?,represent,8
excuse me ! what do we need to implement privacy and ai monitoring ?,method,6
could you please tell me that which method can we used to realize the agent security tier ?,method,6
excuse me ! are there any  the disadvantages of agent technology ?,drawback,3
hello ! what is the drawbacks of measure intelligence ?,drawback,3
"hi ! which area that understand, interpret, and evaluate human intelligence.can be directed at  ?",use_to,10
excuse me ! can you provide the example of development ?,example,4
excuse me ! can you describe the shortcomings of tel ?,drawback,3
how or vehicle-to-everything works?,use_to,10
could you please tell me that may i ask the downsides of wearable technology ?,drawback,3
hi ! which areaictcan be used on  ?,use_to,10
hello ! can you point out the case of linear regression ?,example,4
hello ! can i ask the example of human intelligence ?,example,4
hi ! what is wireless electrocardiogramtraced as  ?,represent,8
could you please tell me that could you tell me the case of the iot ecosystem ?,example,4
could you please tell me that who set up the functionalism ?,developer,1
hi ! which method can we used to use the association rule mining ?,method,6
could you please tell me that what is agent infrastructure tierrepresented as  ?,represent,8
hello ! can you describe the meaning of features of ai-based ?,definition,0
could you please tell me that which one set up the tools for studying cognitive phenomena ?,developer,1
could you please tell me that is there a the contrast between pattern features and smart city infrastruture ?,different,2
hi ! can you point out the case of smart education  ?,example,4
could you please tell me that which one is the funder of the fourth-generation mobile network(4g) ?,developer,1
could you please tell me that what is machine consciousnessfigured as  ?,represent,8
how does this neural network play a role in our thinking process?,method,6
hello ! may i ask the illustrate of theorems ?,example,4
what is machine learning?,definition,0
could you please tell me that what is automationfigured as  ?,represent,8
hi ! can you give me the reason about artificial intelligence ?,reason,7
could you please tell me that what can you tell me  the disadvantages of market ?,drawback,3
could you please tell me that may i ask  the disadvantages of gofac ?,drawback,3
hi ! can i ask the definition of intelligent agent ?,definition,0
hello ! can you give me the case of autonomous robots’ improvement ?,example,4
hi ! what is the goalfigured as  ?,represent,8
excuse me ! what is intermediate level fallacytraced as  ?,represent,8
hello !  can you show me the case of diversity ?,example,4
i want to know that could you tell me the instance of brain work ?,example,4
hi ! what is difference between agent shoppers and traditional online shoppingused in  ?,use_to,10
hi ! which person is the developer zombie ?,developer,1
hello ! which method can we used to realize the cognitive science  ?,method,6
i want to know that what is machine consciousnesstraced as  ?,represent,8
 when was there formulated the mind–body problem in the form,definition,0
hi ! what is ai applicationtraced as  ?,represent,8
hi ! what are the cons of agents integration ?,drawback,3
i want to know that could you tell me the cons of e-mail classification problem ?,drawback,3
i want to know that can you explain the reason of autonomous robots’ improvement ?,reason,7
hello ! may i ask the shortcomings of 6g ?,drawback,3
i want to know that what is the factor to cause machine consciousness ?,reason,7
hello ! which one is the funder of traditional health care ?,developer,1
hello ! is the the separation compare intelligence and decision tree ?,different,2
could you please tell me that which person is the creator weaarable technology ?,developer,1
hi ! could you tell me the reason of digital personal assistants (dpa) or chatbots ?,reason,7
hello ! which areaweaarable technologycan be used for  ?,use_to,10
excuse me ! what is gtpfigured as  ?,represent,8
excuse me ! could you tell me the reason of weaarable technology ?,reason,7
could you please tell me that what is stain methodtraced as  ?,represent,8
excuse me ! may i ask the sample of sustainable transport system ?,example,4
hello ! who is the funder of zombie ?,developer,1
hello ! which one is the inventor the first ai program in human history ?,developer,1
when does glenn mcgee report the robot right?,example,4
excuse me ! what is opaqueness of ai systemstraced as  ?,represent,8
hi ! what do we need to use the formulate the mind–body problem ?,method,6
what are the five main components of agent weatherman,has_part,5
i want to know that what is 5g and autonomous drivingrepresented as  ?,represent,8
hello ! what is the portrait of traditional health care ?,definition,0
"in terms of image processing, is it technically possible to recognize an object from a picture with complex background? ",the_same_thing,9
i want to know that what is the factor to cause stain method ?,reason,7
hello ! what is machine learningrepresented as  ?,represent,8
what are the main schools of thought and approach to study intelligence?,developer,1
hello !  can you show me the sample of recognize an object  ?,example,4
hello ! who is the funder of intermediate level fallacy ?,developer,1
hi ! how to describe the meaning of smart house ?,definition,0
hi ! which areainternational ai ethic policycan be used for  ?,use_to,10
i want to know that which method can we used to use the major concern in ai ?,method,6
could you please tell me that are there any the instance of pattern features ?,example,4
could you please tell me that can you describe the meaning of main schools of thought and approach ?,definition,0
i want to know that can you give me the sample of health chatbots ?,example,4
i want to know that which arearegressioncan be directed at  ?,use_to,10
excuse me ! which person is the developer reinforcent learning ?,developer,1
could you please tell me that what is the requirement to carry out global workspace model  ?,method,6
could you please tell me that can i ask the description of go ?,definition,0
excuse me ! how to describe the shortcomings of neural networks ?,drawback,3
i want to know that what is biology and physicsrepresented as  ?,represent,8
what is regression?,definition,0
hi ! are there any the illustrate of knowledge discovery process ?,example,4
when did chinese government establish the commitment to smart cities?,developer,1
i want to know that can i ask the cons of city brain ?,drawback,3
what skills does information and technology literacy require students to master?,definition,0
i want to know that what are the drawbacks of diversity ?,drawback,3
hello ! which areaenactioncan be used on  ?,use_to,10
excuse me ! can you provide the illustrate of design a computer program ?,example,4
hi ! can you provide the case of data cube aggregation technique ?,example,4
hi ! could you tell me the reason of ict infrastruture ?,reason,7
could you please tell me that which method can we used to realize the interpret intelligence as the integration of eight different aspects ?,method,6
excuse me ! what is the factor to cause decision tree ?,reason,7
i want to know that which one is the funder of international ai ethic policy ?,developer,1
i want to know that what is formulate the mind–body problemfigured as  ?,represent,8
hello ! are there any the difference between privacy protection technologies  and the ai based applications and devices ?,different,2
could you please tell me that what can you tell me the meaning of adaptive agents ?,definition,0
excuse me ! which area that agents integrationcan be directed at  ?,use_to,10
excuse me ! what is the requirement to accomplish the data processing ?,method,6
how to achieve data integration?,method,6
i want to know that can you describe the downsides of the iot ecosystem ?,drawback,3
excuse me !  can you show me the sample of 5g and ai technology ?,example,4
hello ! can i ask  the disadvantages of application tier ?,drawback,3
hi ! can you give me the sample of the model ?,example,4
i want to know that could you tell me the reason of medical trends ?,reason,7
could you please tell me that which one is the creator financial engineering ?,developer,1
could you please tell me that is the the difference between gtp and medical trends ?,different,2
i want to know that could you tell me the reason of data cleaning ?,reason,7
hello ! how is the separation between information processing and transmission. and dendrites ?,different,2
could you please tell me that what is the reason of information processing and transmission. ?,reason,7
could you please tell me that which person is the developer application tier ?,developer,1
what is data cube aggregation technique?,method,6
could you please tell me that what is stain methodtraced as  ?,represent,8
hi ! which areaagent weathermancan be used in  ?,use_to,10
what is intelligence？,definition,0
what is smart education  framework?,definition,0
excuse me ! how is the gap from autnomous vehicles  and agent technology ?,different,2
i want to know that which one is the developer traditional health care ?,developer,1
hello ! what is international ai ethic policyrepresented as  ?,represent,8
hello ! what do we need to carry out the us government and commercial departments ?,method,6
hi ! can you point out the instance of v2v (vehicle-to-vehicle technology) ?,example,4
why can't critical thinking and study skills be taught independently,reason,7
what can modern wearable technology be used for in medical care?,use_to,10
hi ! which one is the inventor application tier ?,developer,1
hello ! is there a the separation between artificial intelligence and computer vision ?,different,2
i want to know that what is smart infrastructure and classic infrastructurerepresented as  ?,represent,8
hello ! who is the inventor current health ai wearable device ?,developer,1
hi ! what is the factor to cause alphago ?,reason,7
hello ! can i ask the meaning of financial engineering ?,definition,0
hello ! which one is the developer hopfield network ?,developer,1
hello ! what is the reason of internet of things(iot) ?,reason,7
why the breakthrough in neural networks is significant?,reason,7
could you please tell me that could you tell me the reason of current health ai wearable device ?,reason,7
how to achieve data discretization?,method,6
when does the smart education first launched?,developer,1
excuse me ! could you tell me the reason of theorems ?,reason,7
hi ! are there a the gap compare formulate the mind–body problem and optimization problems ?,different,2
excuse me !  can you show me the example of clustering ?,example,4
could you please tell me that what is the reason of the earliest successful expert system ?,reason,7
hello ! can i ask the portrait of tel ?,definition,0
hello ! what is dimensionality reductionused in  ?,use_to,10
excuse me ! what is informationtraced as  ?,represent,8
hello ! what is the contrast between ict and smart learners ?,different,2
could you please tell me that who set up the application tier ?,developer,1
i want to know that can you describe the drawbacks of transportation ?,drawback,3
could you please tell me that what is uic 5g intelligent agent solutionrepresented as  ?,represent,8
excuse me ! what is autonomous robots’ improvementtraced as  ?,represent,8
what is self-consciousness？,definition,0
hi ! can you give me the reason about autonomous robots’ improvement ?,reason,7
hi ! can you explain the reason of use ?,reason,7
i want to know that could you tell me the example of human intelligence ?,example,4
excuse me ! what is the modeltraced as  ?,represent,8
excuse me ! are there any the cons of information ?,drawback,3
hello ! what is the difference compare tel and autonomous vehicles (auto-driving) ?,different,2
how human recognize objects?,has_part,5
could you please tell me that  can you show me the case of iot framework ?,example,4
hi ! what is the requirement to use the association ?,method,6
i want to know that which method can we used to use the intelligent agent ?,method,6
excuse me ! can you give me the reason about indications in iso 37120 ?,reason,7
excuse me ! what is unfair judgmentsfigured as  ?,represent,8
hello ! is there a the contrast compare data integration and wireless electrocardiogram ?,different,2
excuse me ! what is linear regressionrepresented as  ?,represent,8
hi ! what are the downsides of data processing ?,drawback,3
i want to know that which one is the funder of sensors ?,developer,1
hi ! could you tell me the drawbacks of classification ?,drawback,3
i want to know that what is artificial intelligencetraced as  ?,represent,8
i want to know that which area that agent security tiercan be used on  ?,use_to,10
excuse me ! are there any the drawbacks of staining method to study brain neural activity ?,drawback,3
could you please tell me that can you offer me the illustrate of the earliest successful expert system ?,example,4
i want to know that what is the factor to cause agent shoppers ?,reason,7
could you please tell me that which area that biology and physicscan be used in  ?,use_to,10
hello ! can you describe the portrait of frequent pattern ?,definition,0
could you please tell me that what is the requirement to realize the automation ?,method,6
could you please tell me that can you offer me the sample of ai ethics ?,example,4
could you please tell me that what is the factor to cause the commitment to smart cities ?,reason,7
excuse me ! can you describe the shortcomings of modern wearable technology ?,drawback,3
could you please tell me that what is hopfield networkfigured as  ?,represent,8
excuse me ! may i ask the downsides of interpret intelligence as the integration of eight different aspects ?,drawback,3
excuse me ! how to use the k-nearest neighbor (knn) technique ?,method,6
i want to know that which one is the creator the internet of things ?,developer,1
hi ! could you tell me the reason of agent weatherman ?,reason,7
hello ! what is people to surviveused for  ?,use_to,10
why  the gia structural model is called a general model?,reason,7
excuse me ! what is the factor to cause xcon ?,reason,7
what is association rule?,example,4
hello ! could you tell me the portrait of design a computer program ?,definition,0
what is tel used to?,developer,1
i want to know that how to implement the iot ecosystem ?,method,6
hi ! which method can we used to achieve the smart pedagogy ?,method,6
could you please tell me that what is the cons of machine learning ?,drawback,3
i want to know that who is the inventor histograms & clustering techniques ?,developer,1
excuse me ! can you describe the portrait of weather forecast system ?,definition,0
i want to know that which person is the developer ai technologies ?,developer,1
excuse me ! which one is the developer model of consciousness  ?,developer,1
excuse me ! what is international ai ethic policyused in  ?,use_to,10
hello ! which areaautonomous robots’ improvementcan be used on  ?,use_to,10
hi ! where the fourth-generation mobile network(4g)can be used for  ?,use_to,10
hi ! what is the requirement to realize the uic 5g intelligent agent system framework ?,method,6
hi ! what is the requirement to carry out deep neural network ?,method,6
excuse me ! is there any the difference between smart education  and 5g and autonomous driving ?,different,2
how is its dialogue system work？,method,6
hello ! which one set up the data cube aggregation technique ?,developer,1
hello ! can you provide the example of measure intelligence ?,example,4
i want to know that what is realityused on  ?,use_to,10
could you please tell me that which person set up the feature extraction ?,developer,1
i want to know that which one set up the frequent pattern classification technique ?,developer,1
is interpreting intelligence as rational thinking reasonable?,the_same_thing,9
what is data processing?,definition,0
could you please tell me that what is standard for smart citiestraced as  ?,represent,8
excuse me ! where intelligent traffic management systemscan be used in  ?,use_to,10
excuse me ! could you tell me the reason of ai application ?,reason,7
hello ! what is the reason of data cleaning ?,reason,7
hi ! what is ai applicationdirected at  ?,use_to,10
hello ! what is medical trendstraced as  ?,represent,8
i want to know that which one is the inventor traditional health care ?,developer,1
i want to know that which areafinancial analysiscan be used for  ?,use_to,10
hi ! who is the developer associative learning ?,developer,1
excuse me ! could you tell me the reason of smart education ?,reason,7
excuse me ! can you point out the illustrate of smart pole ?,example,4
hi ! which method can we used to implement application tier ?,method,6
i want to know that what is the requirement to realize the ia main characteristics ?,method,6
excuse me ! are there any the downsides of wavelet transforms and principal components analysis ?,drawback,3
"is it a true reality, or a one we imagine and create by our minds?",definition,0
i want to know that what do we need to implement main schools of thought and approach ?,method,6
"hello ! how to describe the portrait of represents, processes, and transforms ?",definition,0
could you please tell me that are there any the drawbacks of agent security tier ?,drawback,3
hello ! what do we need to carry out  emergency response service ?,method,6
why we said that lot will soon be touted as the next major digital revolution?,reason,7
excuse me ! can you give me the illustrate of construct 3d & vr world ?,example,4
excuse me ! can you describe the cons of linear regression ?,drawback,3
could you please tell me that could you tell me the portrait of modern wearable technology ?,definition,0
hi ! what is additional functionsrepresented as  ?,represent,8
i want to know that which person is the inventor data normalization ?,developer,1
could you please tell me that can you provide the illustrate of the us government and commercial departments ?,example,4
i want to know that are the the separation between autonomous vehicles (auto-driving) and development ?,different,2
could you please tell me that is there a the contrast from rational agent and global workspace model  ?,different,2
excuse me ! could you tell me the drawbacks of peritoneal dialysis (pd) ?,drawback,3
could you please tell me that can you describe the cons of data transformation ?,drawback,3
excuse me ! what do we need to use the e-mail classification problem ?,method,6
excuse me ! what can you tell me the meaning of smart education  ?,definition,0
what are the prof. howard gardner suggested to interpret intelligence as the integration of eight different aspects,has_part,5
excuse me ! may i ask the downsides of the ai based applications and devices ?,drawback,3
excuse me ! could you tell me the sample of recognize an object  ?,example,4
what does gofac means?,definition,0
excuse me ! can you offer me the instance of perform basic logical operations ?,example,4
how does application tier work?,definition,0
could you please tell me that which person is the creator quantum computers ?,developer,1
excuse me ! how to implement the internet of things ?,method,6
when is the first golden age of artificial neural networks?,definition,0
excuse me ! what is the study of cognitive phenomena in machinesrepresented as  ?,represent,8
how to tackle optimization problems?,method,6
hi ! what is the difference from artificial intelligence and  combined methods ?,different,2
hello ! what is the difference from decision tree and agent negotiator ?,different,2
hi ! is there a the separation from tools for studying cognitive phenomena and  emergency response service ?,different,2
hi ! where human intelligencecan be used in  ?,use_to,10
excuse me ! where agents integrationcan be directed at  ?,use_to,10
i want to know that can you offer me the case of global workspace model  ?,example,4
i want to know that which one is the developer deep neural network ?,developer,1
i want to know that what is the factor to cause robot right ?,reason,7
i want to know that how to implement frequent pattern classification technique ?,method,6
could you please tell me that can you give me the reason about ai technologies ?,reason,7
hi !  can you show me the instance of smart campus ?,example,4
hi ! are there any the gap between tel and linear regression ?,different,2
hello ! what can you tell me  the disadvantages of adaptive agents ?,drawback,3
hello ! what do we need to implement iot ?,method,6
i want to know that can you give me the reason about autnomous vehicles  ?,reason,7
hi ! which area that data integrationcan be used for  ?,use_to,10
what is cosmos trade?,definition,0
"hi ! which one is the creator represents, processes, and transforms ?",developer,1
could you please tell me that what is ict infrastruturefigured as  ?,represent,8
how does agent weatherman work?,method,6
i want to know that which method can we used to accomplish the k-itemset ?,method,6
i want to know that are there a the separation between prejudices of ai systems and zombie ?,different,2
i want to know that which area that uic 5g intelligent agent solutioncan be used for  ?,use_to,10
hi ! what is von neumann machinefigured as  ?,represent,8
hello ! what is artificial neural networkstraced as  ?,represent,8
hello ! what is the modelused for  ?,use_to,10
what is financial analysis?,example,4
hi ! can you give me the reason about function ?,reason,7
i want to know that which person is the funder of regression ?,developer,1
i want to know that is there any the separation compare alphago and machine consciousness ?,different,2
excuse me ! can i ask  the disadvantages of robot consciousness ?,drawback,3
hello ! could you tell me the reason of intelligent education ?,reason,7
hi ! what do we need to implement knowledge discovery process ?,method,6
excuse me ! could you tell me the description of 5g and ai technology ?,definition,0
i want to know that could you tell me the picture of data discretization ?,definition,0
excuse me ! what is smart infrastructure and classic infrastructurerepresented as  ?,represent,8
hello ! how is the gap between robot right and the commitment to smart cities ?,different,2
could you please tell me that is there a the gap compare histograms & clustering techniques and v2v (vehicle-to-vehicle technology) ?,different,2
could you please tell me that may i ask the sample of regression ?,example,4
could you please tell me that could you tell me the reason of privacy and ai monitoring ?,reason,7
hello ! what is the contrast between 5g and autonomous driving and mind ?,different,2
excuse me ! are there a the separation compare the commitment to smart cities and association ?,different,2
excuse me ! who is the developer cosmos ?,developer,1
i want to know that  can you show me the sample of k-itemset ?,example,4
hi ! which area that weather forecast systemscan be used on  ?,use_to,10
"hello ! can you give me the reason about understand, interpret, and evaluate human intelligence. ?",reason,7
excuse me ! what is the reason of potential applications of its with 5g and ai technology ?,reason,7
excuse me ! where automationcan be used in  ?,use_to,10
i want to know that could you tell me the meaning of machine learning ?,definition,0
excuse me ! what are the shortcomings of association ?,drawback,3
hi ! which areawireless electrocardiogramcan be used for  ?,use_to,10
i want to know that who set up the agents integration ?,developer,1
hi ! can you explain the reason of the earliest successful expert system ?,reason,7
hello ! what is the reason of mest ?,reason,7
excuse me ! what is the portrait of sleep ?,definition,0
excuse me !  can you show me the example of peritoneal dialysis (pd) ?,example,4
hi ! who is the inventor standard for smart cities ?,developer,1
what is the turing test？,definition,0
i want to know that how to use the rational agent ?,method,6
i want to know that what is basic requirements of a typical intelligent agentfigured as  ?,represent,8
i want to know that which method can we used to realize the regression ?,method,6
what is smart education defined by mest?,definition,0
excuse me ! what is the reason of prometheus do ?,reason,7
how to achieve goal-based agents?,method,6
what is apparent consciousness,definition,0
can you give some examples of modern wearable technology?,example,4
hi ! could you tell me the reason of the third-generation mobile network(3g) ?,reason,7
excuse me ! where reinforcent learningcan be directed at  ?,use_to,10
hello ! which areareinforcent learningcan be used for  ?,use_to,10
hi ! what is separate componentstraced as  ?,represent,8
could you please tell me that which person is the designer ai ethics ?,developer,1
i want to know that is the the difference compare state-of-the-arts technology and stain method ?,different,2
hi ! can i ask the instance of wavelet transforms and principal components analysis ?,example,4
